@relation social_media_sentiment

@attribute text string
@attribute sentiment {positive, negative, neutral}

@data
"Happy Mother`s day to MOMMY", positive
"enjoy!!!  have a good day. don`t forget to twitpic ****", positive
"Parvo sucks. So sorry pup has it.  I lost a puppy to parvo many moons back. Still sad over it. Hope he`s better soon", neutral
"Home at last HAPPY MOTHERS TO ALL THE MOTHERS Special thanks to my father he bought me tulips so did my princess  adult swim time (anime)", positive
"Craziier are off of msn!", neutral
"Okay I`m about to 'crawl' into bed and ummm ummm. We are about to talk. We need to talk about somethings, Good Night Tweeters.", positive
"I can`t wait to see yall Friday !!!! I hope I meet u guys!! That would make the night even better", positive
"_wi_no_name nope!  the printer in the library didn`t work, ill have to pass it in monday", neutral
"Hey Tom. Have your plans to make an concert in Denmark this year?  please reply ****", positive
"I hate being sick.  Make me soup?", negative
"I fee your pain its lady Ga Ga and It will drive you insane oh dear God her songs are in my head", negative
"'The truth is hiding in your eyes'    Paramore ï¿½ Decode   ? http://blip.fm/~5ytke", neutral
"What a nice young guy at dunkin donuts let me go first", positive
"i wish i was there too", positive
"who can do it like we? Noboddddyyyy", neutral
"http://www.mmemarko.schilderweb.nl/ for my homepage", neutral
"Awake. Suprisingly. Couldn`t get to sleep last night so gave up and pulled an all-nighter.  How are you?", neutral
"Sad because i cant go over my friends house", negative
"I would be playing my old rogue but a friend took the account and could not get it back", neutral
"It does! Lol but i have none", positive
"Thanks for making me laugh", positive
"playing the game of watching straight people hook up but can`t leave because of another reason", neutral
"How would we get thousand battlegrounds  #battleground, I mean we don`t even know how could we reach which number to make it trending tpc", neutral
"Ha... Totally go for it. You`re a journalism major, so it`s a perfect fit.", positive
"Welcome  !!! Let me suggest to you  and . You`ll love `em! In other news, my algae fish died today", neutral
"hahaha probably not  sorry. We`ve got some things to do around the house...and then we have to go to Jared`s parents house", positive
"7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.", negative
"**** that is awful... could not believe it at first... so sad", negative
"I`m sorry. This is all so sad.", negative
"Located & ordered a new cooker today. Feel I`ve got a real bargain from http://www.laskys.com  ï¿½80 cheaper than the place I almost used.", positive
"I`m still here! I just changed my avatar", neutral
"what happened?", neutral
"sandwichesss, then work", neutral
"I miss you too.  We`ll have to get together once everything settles down in a few weeks.  Congrats on the house!", positive
"Talked with mom. Al sang a song for me again  am off to sleep now..", neutral
"http://twitpic.com/4w8ja - **** Felicia is freakin cute", positive
"awww the wee gril in britains got talent", positive
"I don`t know how to use this", neutral
"I wish the sun would shine. but it won`t", negative
"Come on all you lovely fans Number 14 in the Local pop Charts  Let launch an assault on the number 1 slot!!! www,reverbnation.com/suki ...", positive
"true. i think its important 2 be sensitive 2 it when we relate 2 others. empathy. a reminder we cant judge a book by a cover", positive
"I found it, I added it, but it`s still blocked!", neutral
"You`re in Miami right? I don`t see a hand delivery in your near future unfortunately", negative
"need a camera blower.. my camera censor is dirteeh..", negative
"Went to mikey`s cousin`s wedding. His mom caught the bouquet.", neutral
"excellent good to see", positive
"first trip home since diwali. But before that a couple of days in saddi dilli", neutral
"I don`t think any of what i just said it true, i just had a rant about mcfly, i cant belive i did that  i feel ashamed", negative
"haha you are just as bad as I am.... Well perhaps a little less retarded . I am attempting to knit myself gloves this winter", neutral
"today was the BEST <3 eff yeah i <3", positive
"FRUITY PEBBLES?! What? Over Lucky Charms", neutral
"nice luke quote  goodluck on the test u have been dreading.", positive
"Christa`s Mothers Day card, deep in the build phase.   - Photo: http://bkite.com/07k6e", neutral
"I always thought scuba diving would give me a entirely new perspective of the world, but too chicken to do it. can u help?", positive
"@_Janet_ ouch, I hate it when favourite items of clothing get ruined.", negative
"_1990 i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol", neutral
"I know, the suns not even up and ive been up for an hr. Tossa decided to sleep ON my side and cold nose me.", neutral
"I have a FACEBOOK but I use MYSPACE and TWITTER the most. I hardly check my Facebook..", negative
"What happened?!", neutral
"Interesting... I never get to Etown, however.", positive
"Happy Birthday Mel. We miss you in the UK", neutral
"hollie steel  bless her. but go dreambears <33333 hahahahaha", positive
"I wanna see that movie 'Keith' with JMcCartney in it! It looks sooo good. But none of the video stores here carry it", neutral
"is #6 seed in regionals!!", neutral
"Steve makes fruit smoothies for me each day & they are berry delicious, I made mine today & it was berry, berry bad", negative
"Wishing everyone a Happy Mother`s Day.  xoxo", positive
"Finally got my money. Too bad it goes to bills", negative
"my feet are cold.....i hate when my feet get cold", negative
"hahaha. tea at grandma`s was sweat. yep.", neutral
"At the walnut high school prom with becca", neutral
"i`m sickk  ... tomorrow will be a disaster if i don`t get better.", negative
"..uuuups today is mother day???....sh***....iï¿½ve forgot it, my work doesnï¿½t have a end *sigh*....thank you for remind it", neutral
"played okami for 14 hours today", neutral
"srsly, nobody evr reply`s 2 me.", negative
"is waking up somewhat. go canucks!", neutral
"Ahaha!! I have all of your albums.  Each stuff of your music is so beautiful! That`s why I am so in love with them.", positive
"It`s 4pm Friday, he left at 6am Thursday.... surely he should be there now", neutral
"are you having a bad day?", neutral
"Having trouble syncing my iphone to my work exchange email  help!!!!", negative
"How I Met Your Mother? Best show ever", positive
"drag me to hell looks so freakin scary  watch terminator! it was really good.", positive
"and again http://twitpic.com/4wp8l", neutral
"SEND ME THAT PHOTO MAN  ily favourite", positive
"I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!", neutral
"bye selena!!! too bad i didnt get to talk to u while u were here", negative
"oooh that`s clever. I bow to your economic wisdom sensei", positive
"_War_MT I`m no longer blue", neutral
"third driving lesson then back to the office", neutral
"New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P", positive
"Going to the doctors now. Scared as ****.", negative
"_Forward Poor dead Josh.  http://bit.ly/JKpHn Please leave your messages of condolences there. #boy #rip ||| That`s sad.", negative
"I am sad that my kids were ungrateful today", negative
"I started X-Slimmer at eight this morning, it`s still going  I hate that it always want`s my friggin password.", negative
"Just went a bought the bigest redbull i could find. its going to be a long day at the office", negative
"Hahahaha! It`s not horrible, if others were singing with I`m sure it could work. I wish I could afford my own drum set", positive
"First time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and I needed to run chkdisk", neutral
"Hi  Yes wasn`t she absolutely terrible! How on earth does she hear a good tune from her ears? Lol", negative
"Happy mom`s day to you too", positive
"Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww", negative
"My Mom is a nurse practitioner&spent entire life devoted to the field.  The good ones deserve to be recognized! I`ll follow her", positive
"Dude, I hear ya. I`ll be 26 two weeks from tomorrow. I feel old.", negative
"Holidays are now over - not fair!!", negative
"http://twitpic.com/4wbn6 - my hubby and his adoarble baby brother", positive
"Conserve water. Take showers together", neutral
"Who doesn`t know who The Supervillians are Fails. I saw you both in January at The Warfield in SF.  LEGIT SHOW FOR SURE.", negative
"I wish I had a concept of what time it is right now....  not adjusting well. Obvs.", neutral
"working!   I am so ready to go.", positive
"I know it`s sad. But back in 05 the auto industry didn`t understand that iPhones would change our lives", negative
"#sometimes also emoticons sometimes", neutral
"trying to get a sale in my job...", neutral
"Just chillin at home", positive
"went to bed last night with the feeling of a migraine coming and woke up feeling worse.", negative
"... same to you!", neutral
"i can`t go tonight   *Cait*", neutral
"Why is  scared or  lmao.. Someone pls tell me!!", negative
